work,workLabel,authorLabel,genreLabel,countryLabel,durationLabel,publicationDate,performerLabel,partOfLabel
http://www.wikidata.org/entity/Q17136800,Spanish Stroll,Вилли Девиль,блюз-рок,США,,1977-01-01T00:00:00Z,Mink DeVille,
http://www.wikidata.org/entity/Q19173368,Die Birken von Aberfeldy,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,поп-музыка,ЮАР,,1982-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,Palingsound,ЮАР,,1982-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q19132236,"Auf der See, so weit, so weit",Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19184196,Die schöne Peggy Alison,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19214652,Junge Jamie,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19179564,Die Schlacht von Sheriff-Muir,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q17067672,Loop di Love,Dieter Dierks,поп-рок,Германия,,1971-01-01T00:00:00Z,Rolf Steitz,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,поп-музыка,ЮАР,,1982-01-01T00:00:00Z,Демис Руссос,
http://www.wikidata.org/entity/Q17067672,Loop di Love,Dieter Dierks,поп-рок,Германия,,1971-01-01T00:00:00Z,Джонатан Кинг,
http://www.wikidata.org/entity/Q19146319,Damon und Sylvia,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19536239,Q19536239,Завиш из Запи,,,,,,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,Palingsound,ЮАР,,1982-01-01T00:00:00Z,Демис Руссос,
http://www.wikidata.org/entity/Q18692874,California Blue,Том Петти,шлягер,США,,1989-01-01T00:00:00Z,Рой Орбисон,
http://www.wikidata.org/entity/Q19195363,Es lebe die Maid mit Vermögen,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19195491,Es war ’ne Maid und die war schön,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19214504,Jubelfestlied der Burschenschaft,Фридрих Гофман,,Саксен-Кобург-Гота,,1865-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q20196095,Follow Me,Hal Shaper,поп-музыка,ЮАР,,1989-01-01T00:00:00Z,Кимико Ито,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,поп-музыка,Великобритания,,1989-01-01T00:00:00Z,Кимико Ито,
http://www.wikidata.org/entity/Q17067672,Loop di Love,Dieter Dierks,поп-рок,Германия,,1972-01-01T00:00:00Z,Rolf Steitz,
http://www.wikidata.org/entity/Q19526947,Q19526947,Карел Гашлер,,Чехословакия,,1938-05-29T00:00:00Z,,
http://www.wikidata.org/entity/Q17067672,Loop di Love,Dieter Dierks,поп-рок,Германия,,1972-01-01T00:00:00Z,Джонатан Кинг,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,Palingsound,Великобритания,,1989-01-01T00:00:00Z,Кимико Ито,
http://www.wikidata.org/entity/Q19145607,Chloris,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19142802,Bleib’ mein Trauter!,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19226673,"Saht Ihr mein Liebchen, die Philly?",Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,поп-музыка,Великобритания,,1989-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q19154879,Den Nith wohl hinab,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19529035,Q19529035,František Komprda,,,,2008-01-04T00:00:00Z,,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,Palingsound,Великобритания,,1989-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q19222430,"O, Willie braut’ ’nen Eimer Bier",Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19222436,"O, froh war ich immer",Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19222451,"O, wär’ mein Lieb die Fliederblüth’",Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19237679,Weit über den Forth,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19222484,"O Philly, Segen sei dem Tag",Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q20196706,(La comparsita) La paloma,Херардо Родригес,Palingsound,Уругвай,,1994-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,поп-музыка,Великобритания,,1989-01-01T00:00:00Z,Демис Руссос,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,поп-музыка,ЮАР,,1989-01-01T00:00:00Z,Кимико Ито,
http://www.wikidata.org/entity/Q19237901,Wenn ros’ger Mai mit Blumen naht,Роберт Бёрнс,,Королевство Великобритания,,1860-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q19101606,The Valiant Soldiers,Соджорнер Трут,,США,,,,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,Palingsound,Великобритания,,1989-01-01T00:00:00Z,Демис Руссос,
http://www.wikidata.org/entity/Q20196095,Follow Me,Герберт Крецмер,Palingsound,ЮАР,,1989-01-01T00:00:00Z,Кимико Ито,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,Palingsound,Великобритания,,1995-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,поп-музыка,Мексика,,1994-01-01T00:00:00Z,Хуан Сайсар,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,Palingsound,Великобритания,,1995-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20483893,I Call Your Name,Вилли Девиль,рокабилли,США,,1992-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196706,(La comparsita) La paloma,Себастьян Ирадьер,Palingsound,Испания,,1994-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,Palingsound,Великобритания,,1991-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,поп-музыка,Мексика,,1998-01-01T00:00:00Z,Флако Хименес,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,музыка техано,Мексика,,1998-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,Palingsound,Мексика,,1994-01-01T00:00:00Z,Хуан Сайсар,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,middle of the road,Великобритания,,1995-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20423680,Angel eyes,Вилли Девиль,Palingsound,США,,1994-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,Palingsound,Великобритания,,1991-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,Palingsound,Великобритания,,1991-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,Palingsound,Мексика,,1998-01-01T00:00:00Z,Флако Хименес,
http://www.wikidata.org/entity/Q20483893,I Call Your Name,Вилли Девиль,рокабилли,США,,1992-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,Palingsound,Великобритания,,1987-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,поп-музыка,Мексика,,1994-01-01T00:00:00Z,Флако Хименес,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,музыка техано,Мексика,,1994-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,middle of the road,Великобритания,,1991-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,Palingsound,Великобритания,,1995-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,музыка техано,Мексика,,1998-01-01T00:00:00Z,Хуан Сайсар,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,Palingsound,Великобритания,,1987-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,Palingsound,Великобритания,,1987-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,Palingsound,Мексика,,1994-01-01T00:00:00Z,Флако Хименес,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,Palingsound,Великобритания,,1995-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,middle of the road,Великобритания,,1995-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,middle of the road,Великобритания,,1987-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,Palingsound,Великобритания,,1991-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,музыка техано,Мексика,,1994-01-01T00:00:00Z,Хуан Сайсар,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,middle of the road,Великобритания,,1995-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,middle of the road,Великобритания,,1995-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20434353,Still (I love you still),Вилли Девиль,блюз-рок,США,,1997-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,Palingsound,Великобритания,,1991-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1973-01-01T00:00:00Z,Emilio José,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,middle of the road,Великобритания,,1991-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,музыка техано,Мексика,,1998-01-01T00:00:00Z,Флако Хименес,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,Palingsound,Великобритания,,1987-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20483893,I Call Your Name,Вилли Девиль,Palingsound,США,,1992-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,middle of the road,Великобритания,,1991-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,middle of the road,Великобритания,,1991-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20434353,Still (I love you still),Вилли Девиль,блюз-рок,США,,1997-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20483914,Demasiado Corazon,Вилли Девиль,Palingsound,США,,1983-01-01T00:00:00Z,Mink DeVille,
http://www.wikidata.org/entity/Q20423680,Angel eyes,Вилли Девиль,Palingsound,США,,1987-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,Palingsound,Великобритания,,1987-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20423680,Angel eyes,Вилли Девиль,блюз-рок,США,,1994-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,middle of the road,Великобритания,,1987-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,музыка техано,Мексика,,1994-01-01T00:00:00Z,Флако Хименес,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1991-01-01T00:00:00Z,Emilio José,
http://www.wikidata.org/entity/Q20434353,Still (I love you still),Вилли Девиль,Palingsound,США,,1995-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20483893,I Call Your Name,Вилли Девиль,Palingsound,США,,1992-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,middle of the road,Великобритания,,1995-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1973-01-01T00:00:00Z,Нана Мускури,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,middle of the road,Великобритания,,1987-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,middle of the road,Великобритания,,1987-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20423680,Angel eyes,Вилли Девиль,Palingsound,США,,1987-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20423680,Angel eyes,Вилли Девиль,блюз-рок,США,,1994-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,middle of the road,Великобритания,,1995-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1973-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20434353,Still (I love you still),Вилли Девиль,Palingsound,США,,1995-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,middle of the road,Великобритания,,1991-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1974-01-01T00:00:00Z,Emilio José,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1973-01-01T00:00:00Z,Карел Готт,
http://www.wikidata.org/entity/Q20655755,Free,Ellert Driessen,Palingsound,Королевство Нидерландов,,1993-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1991-01-01T00:00:00Z,Нана Мускури,
http://www.wikidata.org/entity/Q20679648,I've Got Dreams to Remember,Отис Реддинг,соул,США,,1968-01-01T00:00:00Z,Отис Реддинг,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,middle of the road,Великобритания,,1991-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1991-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,middle of the road,Великобритания,,1987-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1991-01-01T00:00:00Z,Карел Готт,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Edward Seago,middle of the road,Великобритания,,1987-01-01T00:00:00Z,Dries Roelvink,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1974-01-01T00:00:00Z,Нана Мускури,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1974-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667978,Soledad,Emilio José,латиноамериканская поп-музыка,Испания,,1974-01-01T00:00:00Z,Карел Готт,
http://www.wikidata.org/entity/Q20483914,Demasiado Corazon,Вилли Девиль,блюз-рок,США,,1983-01-01T00:00:00Z,Mink DeVille,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,Palingsound,Великобритания,,1995-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,поп-музыка,Мексика,,1998-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20423680,Angel eyes,Вилли Девиль,блюз-рок,США,,1987-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20434353,Still (I love you still),Вилли Девиль,блюз-рок,США,,1995-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,Palingsound,Мексика,,1998-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20434353,Still (I love you still),Вилли Девиль,Palingsound,США,,1997-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20423680,Angel eyes,Вилли Девиль,блюз-рок,США,,1987-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,Palingsound,Великобритания,,1991-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,поп-музыка,Мексика,,1994-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20434353,Still (I love you still),Вилли Девиль,блюз-рок,США,,1995-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,поп-музыка,Мексика,,1998-01-01T00:00:00Z,Хуан Сайсар,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,Palingsound,Мексика,,1994-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,Palingsound,Великобритания,,1995-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q20434353,Still (I love you still),Вилли Девиль,Palingsound,США,,1997-01-01T00:00:00Z,Вилли Девиль,
http://www.wikidata.org/entity/Q20196766,Recuerda,Хуан Сайсар,Palingsound,Мексика,,1998-01-01T00:00:00Z,Хуан Сайсар,
http://www.wikidata.org/entity/Q20667987,A Boy From Nowhere,Mike Leander,Palingsound,Великобритания,,1987-01-01T00:00:00Z,Том Джонс,
http://www.wikidata.org/entity/Q20423680,Angel eyes,Вилли Девиль,Palingsound,США,,1994-01-01T00:00:00Z,Piet Veerman,
http://www.wikidata.org/entity/Q94451280,Girl in Saskatoon,Джонни Кэш,кантри,США,,1960-12-01T00:00:00Z,Джонни Кэш,
http://www.wikidata.org/entity/Q67202584,Q67202584,Франтишек Ладислав Челаковский,,Австрийская империя,,,,Slowanské národnj pjsně
http://www.wikidata.org/entity/Q67202617,Q67202617,Франтишек Ладислав Челаковский,,Австрийская империя,,,,Slowanské národnj pjsně
http://www.wikidata.org/entity/Q67202519,Q67202519,Людвик Куба,,Чехословакия,,1887-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q67202516,Q67202516,Людвик Куба,,Чехословакия,,1887-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q93960698,The Wind Changes,Джонни Кэш,кантри,США,,1967-09-01T00:00:00Z,Джонни Кэш,
http://www.wikidata.org/entity/Q67202514,Písně bosensko-hercegovské,Людвик Куба,,Австро-Венгрия,,1927-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q93894857,Happy to Be with You,Джонни Кэш,кантри,США,,1965-10-11T00:00:00Z,Джонни Кэш,
http://www.wikidata.org/entity/Q63727059,Q63727059,Сара Фуллер Флауэр Адамс,,Соединённое королевство Великобритании и Ирландии,,,,
http://www.wikidata.org/entity/Q72727778,Q72727778,башкиры,народная песня,,,1945-01-01T00:00:00Z,башкиры,
http://www.wikidata.org/entity/Q67202510,Q67202510,Адам Вацлав Михна,,,,,,
http://www.wikidata.org/entity/Q67202605,Q67202605,Магдалена Добромила Реттигова,,Австрийская империя,,,,Slowanské národnj pjsně
http://www.wikidata.org/entity/Q67202605,Q67202605,Магдалена Добромила Реттигова,,Габсбургская монархия,,,,Slowanské národnj pjsně
http://www.wikidata.org/entity/Q71970614,Q71970614,Антонин Дворжак,,Цислейтания,,,,
http://www.wikidata.org/entity/Q71970613,Q71970613,Антонин Дворжак,,Цислейтания,,,,
http://www.wikidata.org/entity/Q67202515,Q67202515,Людвик Куба,,Чехословакия,,,,
http://www.wikidata.org/entity/Q67202518,Q67202518,Людвик Куба,,Чехословакия,,,,
http://www.wikidata.org/entity/Q67202517,Q67202517,Людвик Куба,,Чехословакия,,,,
http://www.wikidata.org/entity/Q67202522,Q67202522,Людвик Куба,,Чехословакия,,,,
http://www.wikidata.org/entity/Q67202520,Q67202520,Людвик Куба,,Чехословакия,,,,
http://www.wikidata.org/entity/Q67202521,Q67202521,Людвик Куба,,Чехословакия,,,,
http://www.wikidata.org/entity/Q62616488,Moudrosti poklad s nebe,Ян Амос Коменский,,Габсбургская монархия,,,,
http://www.wikidata.org/entity/Q62616556,Studně nepřevážená,Ян Амос Коменский,,Габсбургская монархия,,,,
http://www.wikidata.org/entity/Q71970614,Q71970614,Антонин Дворжак,,Королевство Богемия,,,,
http://www.wikidata.org/entity/Q71970613,Q71970613,Антонин Дворжак,,Королевство Богемия,,,,
http://www.wikidata.org/entity/Q67202514,Písně bosensko-hercegovské,Людвик Куба,,Чехословакия,,1927-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q93894857,Happy to Be with You,Джун Картер,кантри,США,,1965-10-11T00:00:00Z,Джонни Кэш,
http://www.wikidata.org/entity/Q67202515,Q67202515,Людвик Куба,,Австро-Венгрия,,,,
http://www.wikidata.org/entity/Q67202518,Q67202518,Людвик Куба,,Австро-Венгрия,,,,
http://www.wikidata.org/entity/Q67202517,Q67202517,Людвик Куба,,Австро-Венгрия,,,,
http://www.wikidata.org/entity/Q67202522,Q67202522,Людвик Куба,,Австро-Венгрия,,,,
http://www.wikidata.org/entity/Q67202520,Q67202520,Людвик Куба,,Австро-Венгрия,,,,
http://www.wikidata.org/entity/Q67202521,Q67202521,Людвик Куба,,Австро-Венгрия,,,,
http://www.wikidata.org/entity/Q93933501,You Beat All I Ever Saw,Джонни Кэш,кантри,США,,1966-11-01T00:00:00Z,Джонни Кэш,
http://www.wikidata.org/entity/Q67202515,Q67202515,Людвик Куба,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202518,Q67202518,Людвик Куба,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202517,Q67202517,Людвик Куба,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202522,Q67202522,Людвик Куба,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202520,Q67202520,Людвик Куба,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202521,Q67202521,Людвик Куба,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q71968779,Q71968779,Зденек Фибих,,Австро-Венгрия,,,,
http://www.wikidata.org/entity/Q67202519,Q67202519,Людвик Куба,,Австрийская империя,,1887-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q67202516,Q67202516,Людвик Куба,,Австрийская империя,,1887-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q67202586,Q67202586,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202585,Q67202585,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202590,Q67202590,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202591,Q67202591,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202588,Q67202588,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202589,Q67202589,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202594,Q67202594,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202595,Q67202595,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202592,Q67202592,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202593,Q67202593,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202598,Q67202598,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202599,Q67202599,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202596,Q67202596,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202597,Q67202597,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202602,Q67202602,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202603,Q67202603,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202600,Q67202600,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202601,Q67202601,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202604,Q67202604,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202610,Q67202610,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202611,Q67202611,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202614,Q67202614,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202612,Q67202612,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202618,Q67202618,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202619,Q67202619,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202622,Q67202622,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202623,Q67202623,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202620,Q67202620,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202621,Q67202621,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202626,Q67202626,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202627,Q67202627,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
http://www.wikidata.org/entity/Q67202624,Q67202624,Франтишек Ладислав Челаковский,,Австрийская империя,,,,
